timestamp,sensor_name,sensor_latitude,sensor_longitude,PM2.5,PM10,NO2,temperature_c,area_type
2025-10-01 03:08:36.680470,Pune_City_Center,18.5204,73.8567,24.26,64.71,31.84,24.1,urban
2025-10-01 04:08:36.680470,Pune_City_Center,18.5204,73.8567,32.39,36.04,21.95,24.1,urban
2025-10-01 05:08:36.680470,Pune_City_Center,18.5204,73.8567,29.44,69.6,22.91,24.1,urban
2025-10-01 06:08:36.680470,Pune_City_Center,18.5204,73.8567,34.18,61.02,24.62,24.1,urban
2025-10-01 07:08:36.680470,Pune_City_Center,18.5204,73.8567,39.41,67.46,30.72,24.1,urban
2025-10-01 08:08:36.680470,Pune_City_Center,18.5204,73.8567,43.46,71.82,33.71,24.1,urban
2025-10-01 09:08:36.680470,Pune_City_Center,18.5204,73.8567,38.85,63.78,36.86,24.1,urban
2025-10-01 10:08:36.680470,Pune_City_Center,18.5204,73.8567,29.3,45.14,25.22,24.1,urban
2025-10-01 11:08:36.680470,Pune_City_Center,18.5204,73.8567,27.91,42.85,24.8,24.1,urban
2025-10-01 12:08:36.680470,Pune_City_Center,18.5204,73.8567,31.38,59.63,22.74,24.1,urban
2025-10-01 13:08:36.680470,Pune_City_Center,18.5204,73.8567,20.99,63.56,23.52,24.1,urban
2025-10-01 14:08:36.680470,Pune_City_Center,18.5204,73.8567,29.99,75.9,19.02,24.1,urban
2025-10-01 15:08:36.680470,Pune_City_Center,18.5204,73.8567,21.74,55.71,25.66,24.1,urban
2025-10-01 16:08:36.680470,Pune_City_Center,18.5204,73.8567,27.73,28.19,19.96,24.1,urban
2025-10-01 17:08:36.680470,Pune_City_Center,18.5204,73.8567,43.5,58.76,20.92,24.1,urban
2025-10-01 18:08:36.680470,Pune_City_Center,18.5204,73.8567,38.75,86.45,30.1,24.1,urban
2025-10-01 19:08:36.680470,Pune_City_Center,18.5204,73.8567,61.79,88.89,34.3,24.1,urban
2025-10-01 20:08:36.680470,Pune_City_Center,18.5204,73.8567,33.63,61.3,28.36,24.1,urban
2025-10-01 21:08:36.680470,Pune_City_Center,18.5204,73.8567,35.33,43.85,22.69,24.1,urban
2025-10-01 22:08:36.680470,Pune_City_Center,18.5204,73.8567,21.27,60.0,24.55,24.1,urban
2025-10-01 23:08:36.680470,Pune_City_Center,18.5204,73.8567,29.9,43.7,25.71,24.1,urban
2025-10-02 00:08:36.680470,Pune_City_Center,18.5204,73.8567,35.91,55.55,29.13,24.1,urban
2025-10-02 01:08:36.680470,Pune_City_Center,18.5204,73.8567,20.18,53.39,16.16,24.1,urban
2025-10-02 02:08:36.680470,Pune_City_Center,18.5204,73.8567,37.66,44.95,23.0,24.1,urban
2025-10-02 03:08:36.680470,Pune_City_Center,18.5204,73.8567,37.57,58.28,33.06,24.1,urban
2025-10-02 04:08:36.680470,Pune_City_Center,18.5204,73.8567,44.08,37.32,20.95,24.1,urban
2025-10-02 05:08:36.680470,Pune_City_Center,18.5204,73.8567,31.92,44.21,21.62,24.1,urban
2025-10-02 06:08:36.680470,Pune_City_Center,18.5204,73.8567,31.32,67.07,23.62,24.1,urban
2025-10-02 07:08:36.680470,Pune_City_Center,18.5204,73.8567,45.54,68.28,27.47,24.1,urban
2025-10-02 08:08:36.680470,Pune_City_Center,18.5204,73.8567,40.93,68.31,23.86,24.1,urban
2025-10-02 09:08:36.680470,Pune_City_Center,18.5204,73.8567,50.48,83.4,24.83,24.1,urban
2025-10-02 10:08:36.680470,Pune_City_Center,18.5204,73.8567,36.4,37.85,22.56,24.1,urban
2025-10-02 11:08:36.680470,Pune_City_Center,18.5204,73.8567,33.75,69.63,22.56,24.1,urban
2025-10-02 12:08:36.680470,Pune_City_Center,18.5204,73.8567,29.62,53.01,26.96,24.1,urban
2025-10-02 13:08:36.680470,Pune_City_Center,18.5204,73.8567,30.72,50.18,24.45,24.1,urban
2025-10-02 14:08:36.680470,Pune_City_Center,18.5204,73.8567,36.55,50.42,20.94,24.1,urban
2025-10-02 15:08:36.680470,Pune_City_Center,18.5204,73.8567,25.3,63.58,22.96,24.1,urban
2025-10-02 16:08:36.680470,Pune_City_Center,18.5204,73.8567,27.65,28.02,24.1,24.1,urban
2025-10-02 17:08:36.680470,Pune_City_Center,18.5204,73.8567,44.94,86.0,34.43,24.1,urban
2025-10-02 18:08:36.680470,Pune_City_Center,18.5204,73.8567,56.65,64.19,24.54,24.1,urban
2025-10-02 19:08:36.680470,Pune_City_Center,18.5204,73.8567,44.33,73.7,40.04,24.1,urban
2025-10-02 20:08:36.680470,Pune_City_Center,18.5204,73.8567,42.24,69.68,21.47,24.1,urban
2025-10-02 21:08:36.680470,Pune_City_Center,18.5204,73.8567,32.96,54.74,38.91,24.1,urban
2025-10-02 22:08:36.680470,Pune_City_Center,18.5204,73.8567,29.12,44.97,19.35,24.1,urban
2025-10-02 23:08:36.680470,Pune_City_Center,18.5204,73.8567,34.67,54.11,18.25,24.1,urban
2025-10-03 00:08:36.680470,Pune_City_Center,18.5204,73.8567,35.64,68.91,23.16,24.1,urban
2025-10-03 01:08:36.680470,Pune_City_Center,18.5204,73.8567,22.96,80.28,27.27,24.1,urban
2025-10-03 02:08:36.680470,Pune_City_Center,18.5204,73.8567,29.97,57.57,33.01,24.1,urban
2025-10-03 03:08:36.680470,Pune_City_Center,18.5204,73.8567,39.6,45.98,22.59,24.1,urban
2025-10-03 04:08:36.680470,Pune_City_Center,18.5204,73.8567,34.26,46.31,25.28,24.1,urban
2025-10-03 05:08:36.680470,Pune_City_Center,18.5204,73.8567,35.96,75.95,21.68,24.1,urban
2025-10-03 06:08:36.680470,Pune_City_Center,18.5204,73.8567,31.17,50.75,17.87,24.1,urban
2025-10-03 07:08:36.680470,Pune_City_Center,18.5204,73.8567,45.29,72.67,29.87,24.1,urban
2025-10-03 08:08:36.680470,Pune_City_Center,18.5204,73.8567,60.85,67.1,30.88,24.1,urban
2025-10-03 09:08:36.680470,Pune_City_Center,18.5204,73.8567,34.74,71.98,35.42,24.1,urban
2025-10-03 10:08:36.680470,Pune_City_Center,18.5204,73.8567,28.06,73.83,24.86,24.1,urban
2025-10-03 11:08:36.680470,Pune_City_Center,18.5204,73.8567,27.02,76.22,32.91,24.1,urban
2025-10-03 12:08:36.680470,Pune_City_Center,18.5204,73.8567,33.78,35.86,13.96,24.1,urban
2025-10-03 13:08:36.680470,Pune_City_Center,18.5204,73.8567,31.28,75.48,22.26,24.1,urban
2025-10-03 14:08:36.680470,Pune_City_Center,18.5204,73.8567,30.58,31.24,18.03,24.1,urban
2025-10-03 15:08:36.680470,Pune_City_Center,18.5204,73.8567,42.86,49.29,19.34,24.1,urban
2025-10-03 16:08:36.680470,Pune_City_Center,18.5204,73.8567,30.11,75.24,33.88,24.1,urban
2025-10-03 17:08:36.680470,Pune_City_Center,18.5204,73.8567,29.24,103.6,35.67,24.1,urban
2025-10-03 18:08:36.680470,Pune_City_Center,18.5204,73.8567,44.05,58.24,34.2,24.1,urban
2025-10-03 19:08:36.680470,Pune_City_Center,18.5204,73.8567,40.26,112.98,44.18,24.1,urban
2025-10-03 20:08:36.680470,Pune_City_Center,18.5204,73.8567,38.51,41.37,24.04,24.1,urban
2025-10-03 21:08:36.680470,Pune_City_Center,18.5204,73.8567,29.68,36.14,25.88,24.1,urban
2025-10-03 22:08:36.680470,Pune_City_Center,18.5204,73.8567,35.61,62.51,26.24,24.1,urban
2025-10-03 23:08:36.680470,Pune_City_Center,18.5204,73.8567,51.05,70.89,22.71,24.1,urban
2025-10-04 00:08:36.680470,Pune_City_Center,18.5204,73.8567,32.29,51.12,13.0,24.1,urban
2025-10-04 01:08:36.680470,Pune_City_Center,18.5204,73.8567,12.8,37.61,24.47,24.1,urban
2025-10-04 02:08:36.680470,Pune_City_Center,18.5204,73.8567,23.89,48.78,18.77,24.1,urban
2025-10-04 03:08:36.680470,Pune_City_Center,18.5204,73.8567,32.24,49.93,14.24,24.1,urban
2025-10-04 04:08:36.680470,Pune_City_Center,18.5204,73.8567,16.13,25.89,19.58,24.1,urban
2025-10-04 05:08:36.680470,Pune_City_Center,18.5204,73.8567,27.42,23.37,18.25,24.1,urban
2025-10-04 06:08:36.680470,Pune_City_Center,18.5204,73.8567,14.96,30.24,11.6,24.1,urban
2025-10-04 07:08:36.680470,Pune_City_Center,18.5204,73.8567,39.06,34.85,15.96,24.1,urban
2025-10-04 08:08:36.680470,Pune_City_Center,18.5204,73.8567,22.85,66.79,23.16,24.1,urban
2025-10-04 09:08:36.680470,Pune_City_Center,18.5204,73.8567,22.73,53.43,22.43,24.1,urban
2025-10-04 10:08:36.680470,Pune_City_Center,18.5204,73.8567,21.68,31.38,18.3,24.1,urban
2025-10-04 11:08:36.680470,Pune_City_Center,18.5204,73.8567,29.36,24.12,15.7,24.1,urban
2025-10-04 12:08:36.680470,Pune_City_Center,18.5204,73.8567,27.7,48.29,13.08,24.1,urban
2025-10-04 13:08:36.680470,Pune_City_Center,18.5204,73.8567,29.2,40.22,15.69,24.1,urban
2025-10-04 14:08:36.680470,Pune_City_Center,18.5204,73.8567,26.82,54.81,17.79,24.1,urban
2025-10-04 15:08:36.680470,Pune_City_Center,18.5204,73.8567,30.22,31.78,19.19,24.1,urban
2025-10-04 16:08:36.680470,Pune_City_Center,18.5204,73.8567,13.17,43.84,13.37,24.1,urban
2025-10-04 17:08:36.680470,Pune_City_Center,18.5204,73.8567,26.68,53.71,20.44,24.1,urban
2025-10-04 18:08:36.680470,Pune_City_Center,18.5204,73.8567,30.23,42.96,25.19,24.1,urban
2025-10-04 19:08:36.680470,Pune_City_Center,18.5204,73.8567,42.35,53.21,31.7,24.1,urban
2025-10-04 20:08:36.680470,Pune_City_Center,18.5204,73.8567,22.52,49.97,20.66,24.1,urban
2025-10-04 21:08:36.680470,Pune_City_Center,18.5204,73.8567,20.35,43.97,19.3,24.1,urban
2025-10-04 22:08:36.680470,Pune_City_Center,18.5204,73.8567,23.47,54.6,11.94,24.1,urban
2025-10-04 23:08:36.680470,Pune_City_Center,18.5204,73.8567,12.4,24.83,12.47,24.1,urban
2025-10-05 00:08:36.680470,Pune_City_Center,18.5204,73.8567,29.37,46.42,10.83,24.1,urban
2025-10-05 01:08:36.680470,Pune_City_Center,18.5204,73.8567,23.11,19.9,19.66,24.1,urban
2025-10-05 02:08:36.680470,Pune_City_Center,18.5204,73.8567,27.78,43.67,12.05,24.1,urban
2025-10-05 03:08:36.680470,Pune_City_Center,18.5204,73.8567,25.33,43.57,16.93,24.1,urban
2025-10-05 04:08:36.680470,Pune_City_Center,18.5204,73.8567,16.07,44.83,18.21,24.1,urban
2025-10-05 05:08:36.680470,Pune_City_Center,18.5204,73.8567,22.24,37.86,12.38,24.1,urban
2025-10-05 06:08:36.680470,Pune_City_Center,18.5204,73.8567,19.8,63.75,8.29,24.1,urban
2025-10-05 07:08:36.680470,Pune_City_Center,18.5204,73.8567,35.6,56.09,22.8,24.1,urban
2025-10-05 08:08:36.680470,Pune_City_Center,18.5204,73.8567,42.49,44.73,16.57,24.1,urban
2025-10-05 09:08:36.680470,Pune_City_Center,18.5204,73.8567,21.21,56.56,18.55,24.1,urban
2025-10-05 10:08:36.680470,Pune_City_Center,18.5204,73.8567,18.07,30.99,22.23,24.1,urban
2025-10-05 11:08:36.680470,Pune_City_Center,18.5204,73.8567,16.82,54.06,18.32,24.1,urban
2025-10-05 12:08:36.680470,Pune_City_Center,18.5204,73.8567,23.38,42.9,18.73,24.1,urban
2025-10-05 13:08:36.680470,Pune_City_Center,18.5204,73.8567,22.69,39.68,9.0,24.1,urban
2025-10-05 14:08:36.680470,Pune_City_Center,18.5204,73.8567,18.36,30.0,14.68,24.1,urban
2025-10-05 15:08:36.680470,Pune_City_Center,18.5204,73.8567,28.01,46.03,16.24,24.1,urban
2025-10-05 16:08:36.680470,Pune_City_Center,18.5204,73.8567,27.84,53.49,14.45,24.1,urban
2025-10-05 17:08:36.680470,Pune_City_Center,18.5204,73.8567,29.69,43.07,21.82,24.1,urban
2025-10-05 18:08:36.680470,Pune_City_Center,18.5204,73.8567,32.9,28.73,27.05,24.1,urban
2025-10-05 19:08:36.680470,Pune_City_Center,18.5204,73.8567,33.26,77.96,32.38,24.1,urban
2025-10-05 20:08:36.680470,Pune_City_Center,18.5204,73.8567,21.3,35.96,18.96,24.1,urban
2025-10-05 21:08:36.680470,Pune_City_Center,18.5204,73.8567,20.09,54.36,11.64,24.1,urban
2025-10-05 22:08:36.680470,Pune_City_Center,18.5204,73.8567,22.99,30.14,20.56,24.1,urban
2025-10-05 23:08:36.680470,Pune_City_Center,18.5204,73.8567,28.45,42.37,19.07,24.1,urban
2025-10-06 00:08:36.680470,Pune_City_Center,18.5204,73.8567,23.86,87.73,19.53,24.1,urban
2025-10-06 01:08:36.680470,Pune_City_Center,18.5204,73.8567,38.93,65.79,21.32,24.1,urban
2025-10-06 02:08:36.680470,Pune_City_Center,18.5204,73.8567,31.34,51.21,18.58,24.1,urban
2025-10-06 03:08:36.680470,Pune_City_Center,18.5204,73.8567,35.38,46.22,23.78,24.1,urban
2025-10-06 04:08:36.680470,Pune_City_Center,18.5204,73.8567,37.18,69.05,26.25,24.1,urban
2025-10-06 05:08:36.680470,Pune_City_Center,18.5204,73.8567,31.26,68.88,25.12,24.1,urban
2025-10-06 06:08:36.680470,Pune_City_Center,18.5204,73.8567,22.12,53.51,20.55,24.1,urban
2025-10-06 07:08:36.680470,Pune_City_Center,18.5204,73.8567,41.16,53.39,27.58,24.1,urban
2025-10-06 08:08:36.680470,Pune_City_Center,18.5204,73.8567,43.91,70.02,31.96,24.1,urban
2025-10-06 09:08:36.680470,Pune_City_Center,18.5204,73.8567,42.32,72.3,18.58,24.1,urban
2025-10-06 10:08:36.680470,Pune_City_Center,18.5204,73.8567,43.5,60.38,22.0,24.1,urban
2025-10-06 11:08:36.680470,Pune_City_Center,18.5204,73.8567,33.75,38.42,21.26,24.1,urban
2025-10-06 12:08:36.680470,Pune_City_Center,18.5204,73.8567,41.84,56.51,20.61,24.1,urban
2025-10-06 13:08:36.680470,Pune_City_Center,18.5204,73.8567,37.07,49.93,28.93,24.1,urban
2025-10-06 14:08:36.680470,Pune_City_Center,18.5204,73.8567,35.69,38.24,25.18,24.1,urban
2025-10-06 15:08:36.680470,Pune_City_Center,18.5204,73.8567,35.41,68.72,5.45,24.1,urban
2025-10-06 16:08:36.680470,Pune_City_Center,18.5204,73.8567,40.39,10.0,21.81,24.1,urban
2025-10-06 17:08:36.680470,Pune_City_Center,18.5204,73.8567,43.87,92.57,34.0,24.1,urban
2025-10-06 18:08:36.680470,Pune_City_Center,18.5204,73.8567,33.71,79.04,27.61,24.1,urban
2025-10-06 19:08:36.680470,Pune_City_Center,18.5204,73.8567,29.7,62.85,33.08,24.1,urban
2025-10-06 20:08:36.680470,Pune_City_Center,18.5204,73.8567,26.29,45.17,24.65,24.1,urban
2025-10-06 21:08:36.680470,Pune_City_Center,18.5204,73.8567,32.57,35.35,25.96,24.1,urban
2025-10-06 22:08:36.680470,Pune_City_Center,18.5204,73.8567,34.61,61.24,36.5,24.1,urban
2025-10-06 23:08:36.680470,Pune_City_Center,18.5204,73.8567,20.51,57.3,21.53,24.1,urban
2025-10-07 00:08:36.680470,Pune_City_Center,18.5204,73.8567,31.81,45.38,25.53,24.1,urban
2025-10-07 01:08:36.680470,Pune_City_Center,18.5204,73.8567,29.19,60.36,30.15,24.1,urban
2025-10-07 02:08:36.680470,Pune_City_Center,18.5204,73.8567,28.67,66.59,16.85,24.1,urban
2025-10-07 03:08:36.680470,Pune_City_Center,18.5204,73.8567,23.13,43.87,18.4,24.1,urban
2025-10-07 04:08:36.680470,Pune_City_Center,18.5204,73.8567,37.85,53.38,26.93,24.1,urban
2025-10-07 05:08:36.680470,Pune_City_Center,18.5204,73.8567,29.68,81.23,16.65,24.1,urban
2025-10-07 06:08:36.680470,Pune_City_Center,18.5204,73.8567,34.97,60.28,27.46,24.1,urban
2025-10-07 07:08:36.680470,Pune_City_Center,18.5204,73.8567,48.23,61.3,42.8,24.1,urban
2025-10-07 08:08:36.680470,Pune_City_Center,18.5204,73.8567,40.43,73.02,16.93,24.1,urban
2025-10-07 09:08:36.680470,Pune_City_Center,18.5204,73.8567,67.15,66.9,22.9,24.1,urban
2025-10-07 10:08:36.680470,Pune_City_Center,18.5204,73.8567,39.54,65.66,23.81,24.1,urban
2025-10-07 11:08:36.680470,Pune_City_Center,18.5204,73.8567,44.43,66.09,20.12,24.1,urban
2025-10-07 12:08:36.680470,Pune_City_Center,18.5204,73.8567,29.28,46.69,23.74,24.1,urban
2025-10-07 13:08:36.680470,Pune_City_Center,18.5204,73.8567,46.89,57.57,17.87,24.1,urban
2025-10-07 14:08:36.680470,Pune_City_Center,18.5204,73.8567,38.03,80.75,16.48,24.1,urban
2025-10-07 15:08:36.680470,Pune_City_Center,18.5204,73.8567,23.06,67.56,25.58,24.1,urban
2025-10-07 16:08:36.680470,Pune_City_Center,18.5204,73.8567,49.03,29.09,19.34,24.1,urban
2025-10-07 17:08:36.680470,Pune_City_Center,18.5204,73.8567,41.8,46.27,41.22,24.1,urban
2025-10-07 18:08:36.680470,Pune_City_Center,18.5204,73.8567,48.44,60.96,42.92,24.1,urban
2025-10-07 19:08:36.680470,Pune_City_Center,18.5204,73.8567,45.39,87.53,23.89,24.1,urban
2025-10-07 20:08:36.680470,Pune_City_Center,18.5204,73.8567,29.36,77.36,19.67,24.1,urban
2025-10-07 21:08:36.680470,Pune_City_Center,18.5204,73.8567,23.8,48.74,16.83,24.1,urban
2025-10-07 22:08:36.680470,Pune_City_Center,18.5204,73.8567,25.63,72.69,29.67,24.1,urban
2025-10-07 23:08:36.680470,Pune_City_Center,18.5204,73.8567,38.07,59.39,25.2,24.1,urban
2025-10-08 00:08:36.680470,Pune_City_Center,18.5204,73.8567,25.43,68.55,25.98,24.1,urban
2025-10-08 01:08:36.680470,Pune_City_Center,18.5204,73.8567,25.77,50.14,22.85,24.1,urban
2025-10-08 02:08:36.680470,Pune_City_Center,18.5204,73.8567,41.53,50.57,17.39,24.1,urban
2025-10-08 03:08:36.680470,Pune_City_Center,18.5204,73.8567,22.08,58.14,18.79,24.1,urban
2025-10-08 04:08:36.680470,Pune_City_Center,18.5204,73.8567,26.53,54.39,25.72,24.1,urban
2025-10-08 05:08:36.680470,Pune_City_Center,18.5204,73.8567,30.34,84.68,28.32,24.1,urban
2025-10-08 06:08:36.680470,Pune_City_Center,18.5204,73.8567,23.15,62.11,20.0,24.1,urban
2025-10-08 07:08:36.680470,Pune_City_Center,18.5204,73.8567,49.5,56.61,41.17,24.1,urban
2025-10-08 08:08:36.680470,Pune_City_Center,18.5204,73.8567,42.73,71.47,31.21,24.1,urban
2025-10-08 09:08:36.680470,Pune_City_Center,18.5204,73.8567,24.03,56.95,15.47,24.1,urban
2025-10-08 10:08:36.680470,Pune_City_Center,18.5204,73.8567,34.77,51.68,35.21,24.1,urban
2025-10-08 11:08:36.680470,Pune_City_Center,18.5204,73.8567,33.38,61.01,17.96,24.1,urban
2025-10-08 12:08:36.680470,Pune_City_Center,18.5204,73.8567,20.97,67.01,24.33,24.1,urban
2025-10-08 13:08:36.680470,Pune_City_Center,18.5204,73.8567,19.22,35.35,20.04,24.1,urban
2025-10-08 14:08:36.680470,Pune_City_Center,18.5204,73.8567,33.75,35.75,26.34,24.1,urban
2025-10-08 15:08:36.680470,Pune_City_Center,18.5204,73.8567,22.23,54.72,27.19,24.1,urban
2025-10-08 16:08:36.680470,Pune_City_Center,18.5204,73.8567,32.71,53.1,17.5,24.1,urban
2025-10-08 17:08:36.680470,Pune_City_Center,18.5204,73.8567,47.26,61.28,28.72,24.1,urban
2025-10-08 18:08:36.680470,Pune_City_Center,18.5204,73.8567,21.39,103.11,32.54,24.1,urban
2025-10-08 19:08:36.680470,Pune_City_Center,18.5204,73.8567,52.13,84.09,24.25,24.1,urban
2025-10-08 20:08:36.680470,Pune_City_Center,18.5204,73.8567,30.64,44.68,24.39,24.1,urban
2025-10-08 21:08:36.680470,Pune_City_Center,18.5204,73.8567,40.15,37.25,25.19,24.1,urban
2025-10-08 22:08:36.680470,Pune_City_Center,18.5204,73.8567,21.48,56.6,27.26,24.1,urban
2025-10-08 23:08:36.680470,Pune_City_Center,18.5204,73.8567,31.83,37.58,16.9,24.1,urban
2025-10-09 00:08:36.680470,Pune_City_Center,18.5204,73.8567,26.3,61.78,25.3,24.1,urban
2025-10-09 01:08:36.680470,Pune_City_Center,18.5204,73.8567,42.41,69.95,22.81,24.1,urban
2025-10-09 02:08:36.680470,Pune_City_Center,18.5204,73.8567,38.46,55.9,16.32,24.1,urban
2025-10-09 03:08:36.680470,Pune_City_Center,18.5204,73.8567,41.04,58.68,31.32,24.1,urban
2025-10-09 04:08:36.680470,Pune_City_Center,18.5204,73.8567,26.63,35.46,25.99,24.1,urban
2025-10-09 05:08:36.680470,Pune_City_Center,18.5204,73.8567,26.15,65.79,21.68,24.1,urban
2025-10-09 06:08:36.680470,Pune_City_Center,18.5204,73.8567,44.59,62.89,25.46,24.1,urban
2025-10-09 07:08:36.680470,Pune_City_Center,18.5204,73.8567,44.93,71.54,20.07,24.1,urban
2025-10-09 08:08:36.680470,Pune_City_Center,18.5204,73.8567,42.32,83.94,26.4,24.1,urban
2025-10-09 09:08:36.680470,Pune_City_Center,18.5204,73.8567,47.03,45.3,32.19,24.1,urban
2025-10-09 10:08:36.680470,Pune_City_Center,18.5204,73.8567,29.84,67.19,22.05,24.1,urban
2025-10-09 11:08:36.680470,Pune_City_Center,18.5204,73.8567,36.41,61.59,18.9,24.1,urban
2025-10-09 12:08:36.680470,Pune_City_Center,18.5204,73.8567,24.41,52.89,15.49,24.1,urban
2025-10-09 13:08:36.680470,Pune_City_Center,18.5204,73.8567,33.15,43.57,23.75,24.1,urban
2025-10-09 14:08:36.680470,Pune_City_Center,18.5204,73.8567,25.25,59.19,15.02,24.1,urban
2025-10-09 15:08:36.680470,Pune_City_Center,18.5204,73.8567,42.92,57.8,27.39,24.1,urban
2025-10-09 16:08:36.680470,Pune_City_Center,18.5204,73.8567,41.13,61.57,23.97,24.1,urban
2025-10-09 17:08:36.680470,Pune_City_Center,18.5204,73.8567,50.72,70.64,28.18,24.1,urban
2025-10-09 18:08:36.680470,Pune_City_Center,18.5204,73.8567,53.24,67.78,31.89,24.1,urban
2025-10-09 19:08:36.680470,Pune_City_Center,18.5204,73.8567,34.46,69.45,30.26,24.1,urban
2025-10-09 20:08:36.680470,Pune_City_Center,18.5204,73.8567,27.31,58.34,15.26,24.1,urban
2025-10-09 21:08:36.680470,Pune_City_Center,18.5204,73.8567,32.48,42.53,30.89,24.1,urban
2025-10-09 22:08:36.680470,Pune_City_Center,18.5204,73.8567,31.43,71.42,27.81,24.1,urban
2025-10-09 23:08:36.680470,Pune_City_Center,18.5204,73.8567,34.53,38.51,24.57,24.1,urban
2025-10-10 00:08:36.680470,Pune_City_Center,18.5204,73.8567,29.27,53.56,18.4,24.1,urban
2025-10-10 01:08:36.680470,Pune_City_Center,18.5204,73.8567,23.97,74.73,22.65,24.1,urban
2025-10-10 02:08:36.680470,Pune_City_Center,18.5204,73.8567,36.68,51.62,31.49,24.1,urban
2025-10-10 03:08:36.680470,Pune_City_Center,18.5204,73.8567,38.42,44.76,30.19,24.1,urban
2025-10-10 04:08:36.680470,Pune_City_Center,18.5204,73.8567,37.49,56.02,21.04,24.1,urban
2025-10-10 05:08:36.680470,Pune_City_Center,18.5204,73.8567,33.08,81.29,24.14,24.1,urban
2025-10-10 06:08:36.680470,Pune_City_Center,18.5204,73.8567,31.34,55.29,18.5,24.1,urban
2025-10-10 07:08:36.680470,Pune_City_Center,18.5204,73.8567,34.35,89.51,42.87,24.1,urban
2025-10-10 08:08:36.680470,Pune_City_Center,18.5204,73.8567,49.71,75.32,30.05,24.1,urban
2025-10-10 09:08:36.680470,Pune_City_Center,18.5204,73.8567,41.06,75.3,43.47,24.1,urban
2025-10-10 10:08:36.680470,Pune_City_Center,18.5204,73.8567,31.73,58.33,20.91,24.1,urban
2025-10-10 11:08:36.680470,Pune_City_Center,18.5204,73.8567,42.58,60.82,34.27,24.1,urban
2025-10-10 12:08:36.680470,Pune_City_Center,18.5204,73.8567,21.4,44.84,14.54,24.1,urban
2025-10-10 13:08:36.680470,Pune_City_Center,18.5204,73.8567,37.18,47.81,26.45,24.1,urban
2025-10-10 14:08:36.680470,Pune_City_Center,18.5204,73.8567,23.25,61.75,22.94,24.1,urban
2025-10-10 15:08:36.680470,Pune_City_Center,18.5204,73.8567,34.46,43.33,25.85,24.1,urban
2025-10-10 16:08:36.680470,Pune_City_Center,18.5204,73.8567,42.42,67.78,31.66,24.1,urban
2025-10-10 17:08:36.680470,Pune_City_Center,18.5204,73.8567,33.71,78.73,25.89,24.1,urban
2025-10-10 18:08:36.680470,Pune_City_Center,18.5204,73.8567,56.92,75.7,30.81,24.1,urban
2025-10-10 19:08:36.680470,Pune_City_Center,18.5204,73.8567,37.41,67.09,39.71,24.1,urban
2025-10-10 20:08:36.680470,Pune_City_Center,18.5204,73.8567,38.48,20.97,25.01,24.1,urban
2025-10-10 21:08:36.680470,Pune_City_Center,18.5204,73.8567,40.53,45.38,18.79,24.1,urban
2025-10-10 22:08:36.680470,Pune_City_Center,18.5204,73.8567,46.68,79.69,30.18,24.1,urban
2025-10-10 23:08:36.680470,Pune_City_Center,18.5204,73.8567,40.21,49.85,22.99,24.1,urban
2025-10-11 00:08:36.680470,Pune_City_Center,18.5204,73.8567,19.27,40.77,12.06,24.1,urban
2025-10-11 01:08:36.680470,Pune_City_Center,18.5204,73.8567,13.33,52.0,15.98,24.1,urban
2025-10-11 02:08:36.680470,Pune_City_Center,18.5204,73.8567,18.43,37.2,16.69,24.1,urban
