timestamp,sensor_id,sensor_name,sensor_latitude,sensor_longitude,area_type,PM2.5,PM10,NO2,SO2,CO,O3,aqi,temperature_c,humidity_percent,pressure_hpa,wind_speed_ms,wind_direction_deg,weather_condition,road_edges,road_length_km,industrial_area,commercial_area,residential_area,green_space,building_density,hour,day_of_week,month,is_weekend,is_rush_hour,city,zone
2025-09-30 20:08:36.680470,sensor_00,Pune_City_Center,28.56595844942958,77.2413003574447,urban,24.26,34.39,18.11,15.12,0.52,28.19,69.3,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,20,1,9,0,0,Delhi,North
2025-09-30 21:08:36.680470,sensor_00,Pune_City_Center,28.660890985216202,77.1825031298812,urban,46.63,61.91,16.97,16.25,0.93,59.17,133.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,21,1,9,0,0,Delhi,North
2025-09-30 22:08:36.680470,sensor_00,Pune_City_Center,28.647144264080044,77.22422811128185,urban,27.8,43.54,21.32,10.43,0.75,37.31,79.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,22,1,9,0,0,Delhi,North
2025-09-30 23:08:36.680470,sensor_00,Pune_City_Center,28.585133911067828,77.19951971425753,urban,23.15,51.16,26.98,8.1,1.01,34.0,66.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,23,1,9,0,0,Delhi,North
2025-10-01 00:08:36.680470,sensor_00,Pune_City_Center,28.582082496720712,77.21860435954777,urban,22.53,68.9,31.67,10.84,0.89,46.3,64.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,0,2,10,0,0,Delhi,North
2025-10-01 01:08:36.680470,sensor_00,Pune_City_Center,28.582240450985346,77.1697450552629,urban,31.99,43.39,20.94,10.64,0.99,51.93,91.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,1,2,10,0,0,Delhi,North
2025-10-01 02:08:36.680470,sensor_00,Pune_City_Center,28.594324224295956,77.16069127999216,urban,38.57,43.9,25.82,14.76,1.22,42.3,110.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,2,2,10,0,0,Delhi,North
2025-10-01 03:08:36.680470,sensor_00,Pune_City_Center,28.616375643163224,77.24995644273804,urban,24.26,64.71,31.84,5.93,1.25,17.68,69.3,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,3,2,10,0,0,Delhi,North
2025-10-01 04:08:36.680470,sensor_00,Pune_City_Center,28.607094501864214,77.18596300087673,urban,32.39,36.04,21.95,11.7,1.7,43.04,92.5,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,4,2,10,0,0,Delhi,North
2025-10-01 05:08:36.680470,sensor_00,Pune_City_Center,28.593022914019805,77.24096770027805,urban,29.44,69.6,22.91,8.59,1.04,37.71,84.1,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,5,2,10,0,0,Delhi,North
2025-10-01 06:08:36.680470,sensor_00,Pune_City_Center,28.62508528947224,77.25893503004723,urban,34.18,61.02,24.62,14.51,1.22,28.58,97.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,6,2,10,0,0,Delhi,North
2025-10-01 07:08:36.680470,sensor_00,Pune_City_Center,28.577849386065203,77.1801431257999,urban,39.41,67.46,30.72,22.11,1.71,26.83,112.6,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,7,2,10,0,1,Delhi,North
2025-10-01 08:08:36.680470,sensor_00,Pune_City_Center,28.593114464853524,77.18551707411834,urban,43.46,71.82,33.71,9.5,1.34,49.64,124.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,8,2,10,0,1,Delhi,North
2025-10-01 09:08:36.680470,sensor_00,Pune_City_Center,28.60053618432937,77.22528597876347,urban,38.85,63.78,36.86,10.39,1.39,39.07,111.0,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,9,2,10,0,1,Delhi,North
2025-10-01 10:08:36.680470,sensor_00,Pune_City_Center,28.609506998421704,77.25554486346006,urban,29.3,45.14,25.22,12.62,1.2,38.21,83.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,10,2,10,0,0,Delhi,North
2025-10-01 11:08:36.680470,sensor_00,Pune_City_Center,28.642417596139303,77.25058143481908,urban,27.91,42.85,24.8,17.34,0.91,37.55,79.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,11,2,10,0,0,Delhi,North
2025-10-01 12:08:36.680470,sensor_00,Pune_City_Center,28.583867378215835,77.20928755200656,urban,31.38,59.63,22.74,11.66,1.06,49.15,89.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,12,2,10,0,0,Delhi,North
2025-10-01 13:08:36.680470,sensor_00,Pune_City_Center,28.615323443841362,77.23851102825267,urban,20.99,63.56,23.52,12.22,0.91,32.05,60.0,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,13,2,10,0,0,Delhi,North
2025-10-01 14:08:36.680470,sensor_00,Pune_City_Center,28.623141456886206,77.17257458530999,urban,29.99,75.9,19.02,11.04,1.09,44.82,85.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,14,2,10,0,0,Delhi,North
2025-10-01 15:08:36.680470,sensor_00,Pune_City_Center,28.568545041272,77.2567438184204,urban,21.74,55.71,25.66,19.23,0.7,40.24,62.1,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,15,2,10,0,0,Delhi,North
2025-10-01 16:08:36.680470,sensor_00,Pune_City_Center,28.624654485190145,77.2554353234036,urban,27.73,28.19,19.96,16.04,0.73,52.89,79.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,16,2,10,0,0,Delhi,North
2025-10-01 17:08:36.680470,sensor_00,Pune_City_Center,28.58095241236873,77.17537289578792,urban,43.5,58.76,20.92,7.38,1.07,40.47,124.3,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,17,2,10,0,1,Delhi,North
2025-10-01 18:08:36.680470,sensor_00,Pune_City_Center,28.570405159298527,77.18894231248031,urban,38.75,86.45,30.1,13.66,1.27,31.88,110.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,18,2,10,0,1,Delhi,North
2025-10-01 19:08:36.680470,sensor_00,Pune_City_Center,28.658788553725334,77.16901549975069,urban,61.79,88.89,34.3,12.65,0.62,34.32,176.5,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,19,2,10,0,1,Delhi,North
2025-10-01 20:08:36.680470,sensor_00,Pune_City_Center,28.660463203307458,77.18617175988982,urban,33.63,61.3,28.36,12.29,1.03,45.13,96.1,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,20,2,10,0,0,Delhi,North
2025-10-01 21:08:36.680470,sensor_00,Pune_City_Center,28.644739734811647,77.24059557894152,urban,35.33,43.85,22.69,8.74,0.91,43.12,100.9,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,21,2,10,0,0,Delhi,North
2025-10-01 22:08:36.680470,sensor_00,Pune_City_Center,28.594361376917337,77.19683156071653,urban,21.27,60.0,24.55,18.42,0.71,53.73,60.8,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,22,2,10,0,0,Delhi,North
2025-10-01 23:08:36.680470,sensor_00,Pune_City_Center,28.57366721140064,77.16783969671468,urban,29.9,43.7,25.71,10.91,1.34,56.08,85.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,23,2,10,0,0,Delhi,North
2025-10-02 00:08:36.680470,sensor_00,Pune_City_Center,28.632323302651216,77.19322255247789,urban,35.91,55.55,29.13,12.4,1.23,39.64,102.6,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,0,3,10,0,0,Delhi,North
2025-10-02 01:08:36.680470,sensor_00,Pune_City_Center,28.60791524937396,77.25713833342414,urban,20.18,53.39,16.16,11.27,1.2,30.17,57.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,1,3,10,0,0,Delhi,North
2025-10-02 02:08:36.680470,sensor_00,Pune_City_Center,28.57610382348448,77.22196835952592,urban,37.66,44.95,23.0,17.22,0.88,45.47,107.6,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,2,3,10,0,0,Delhi,North
2025-10-02 03:08:36.680470,sensor_00,Pune_City_Center,28.61341769101113,77.20061609464062,urban,37.57,58.28,33.06,10.67,0.98,48.58,107.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,3,3,10,0,0,Delhi,North
2025-10-02 04:08:36.680470,sensor_00,Pune_City_Center,28.567338852111522,77.17565385134974,urban,44.08,37.32,20.95,10.78,0.85,25.4,125.9,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,4,3,10,0,0,Delhi,North
2025-10-02 05:08:36.680470,sensor_00,Pune_City_Center,28.65483204020788,77.25761767972837,urban,31.92,44.21,21.62,13.42,0.89,33.88,91.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,5,3,10,0,0,Delhi,North
2025-10-02 06:08:36.680470,sensor_00,Pune_City_Center,28.589777998160002,77.24108490092631,urban,31.32,67.07,23.62,15.44,1.0,21.24,89.5,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,6,3,10,0,0,Delhi,North
2025-10-02 07:08:36.680470,sensor_00,Pune_City_Center,28.6301522284354,77.1871477302451,urban,45.54,68.28,27.47,19.62,1.23,39.51,130.1,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,7,3,10,0,1,Delhi,North
2025-10-02 08:08:36.680470,sensor_00,Pune_City_Center,28.59507110760894,77.16600686957212,urban,40.93,68.31,23.86,16.74,1.47,33.52,116.9,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,8,3,10,0,1,Delhi,North
2025-10-02 09:08:36.680470,sensor_00,Pune_City_Center,28.61590680211778,77.16466255573776,urban,50.48,83.4,24.83,14.33,1.21,24.65,144.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,9,3,10,0,1,Delhi,North
2025-10-02 10:08:36.680470,sensor_00,Pune_City_Center,28.61857102793433,77.17103781495055,urban,36.4,37.85,22.56,12.53,1.21,38.66,104.0,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,10,3,10,0,0,Delhi,North
2025-10-02 11:08:36.680470,sensor_00,Pune_City_Center,28.582385445552553,77.21707685836145,urban,33.75,69.63,22.56,9.4,1.4,36.15,96.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,11,3,10,0,0,Delhi,North
2025-10-02 12:08:36.680470,sensor_00,Pune_City_Center,28.660858462776456,77.25187634212055,urban,29.62,53.01,26.96,9.71,1.21,50.01,84.6,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,12,3,10,0,0,Delhi,North
2025-10-02 13:08:36.680470,sensor_00,Pune_City_Center,28.641413282336114,77.2086743428006,urban,30.72,50.18,24.45,15.88,0.42,35.57,87.8,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,13,3,10,0,0,Delhi,North
2025-10-02 14:08:36.680470,sensor_00,Pune_City_Center,28.65784989415642,77.24329454824563,urban,36.55,50.42,20.94,16.39,0.79,35.77,104.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,14,3,10,0,0,Delhi,North
2025-10-02 15:08:36.680470,sensor_00,Pune_City_Center,28.653382735042765,77.20358866198599,urban,25.3,63.58,22.96,10.15,0.77,26.97,72.3,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,15,3,10,0,0,Delhi,North
2025-10-02 16:08:36.680470,sensor_00,Pune_City_Center,28.623689997881108,77.22985835457679,urban,27.65,28.02,24.1,11.23,1.29,44.85,79.0,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,16,3,10,0,0,Delhi,North
2025-10-02 17:08:36.680470,sensor_00,Pune_City_Center,28.656087423502314,77.23218727372866,urban,44.94,86.0,34.43,13.92,0.99,48.13,128.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,17,3,10,0,1,Delhi,North
2025-10-02 18:08:36.680470,sensor_00,Pune_City_Center,28.57274925020519,77.17639637059034,urban,56.65,64.19,24.54,15.61,1.98,46.3,161.9,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,18,3,10,0,1,Delhi,North
2025-10-02 19:08:36.680470,sensor_00,Pune_City_Center,28.583498286241916,77.19512160589758,urban,44.33,73.7,40.04,15.06,1.54,39.38,126.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,19,3,10,0,1,Delhi,North
2025-10-02 20:08:36.680470,sensor_00,Pune_City_Center,28.568422728891054,77.22273021565381,urban,42.24,69.68,21.47,10.76,0.55,30.38,120.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,20,3,10,0,0,Delhi,North
2025-10-02 21:08:36.680470,sensor_00,Pune_City_Center,28.596433033076327,77.16606966081844,urban,32.96,54.74,38.91,10.89,1.06,32.88,94.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,21,3,10,0,0,Delhi,North
2025-10-02 22:08:36.680470,sensor_00,Pune_City_Center,28.60276772896895,77.1951540187763,urban,29.12,44.97,19.35,12.51,0.69,43.38,83.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,22,3,10,0,0,Delhi,North
2025-10-02 23:08:36.680470,sensor_00,Pune_City_Center,28.59103490317739,77.21247994662812,urban,34.67,54.11,18.25,10.16,1.14,35.53,99.0,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,23,3,10,0,0,Delhi,North
2025-10-03 00:08:36.680470,sensor_00,Pune_City_Center,28.646773750915195,77.25862244930447,urban,35.64,68.91,23.16,12.28,1.03,28.6,101.8,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,0,4,10,0,0,Delhi,North
2025-10-03 01:08:36.680470,sensor_00,Pune_City_Center,28.59957533266936,77.20645335626224,urban,22.96,80.28,27.27,15.32,0.68,34.51,65.6,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,1,4,10,0,0,Delhi,North
2025-10-03 02:08:36.680470,sensor_00,Pune_City_Center,28.59199345096874,77.24060567571144,urban,29.97,57.57,33.01,5.75,0.16,37.0,85.6,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,2,4,10,0,0,Delhi,North
2025-10-03 03:08:36.680470,sensor_00,Pune_City_Center,28.618169608315824,77.20220672850667,urban,39.6,45.98,22.59,14.72,0.82,42.17,113.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,3,4,10,0,0,Delhi,North
2025-10-03 04:08:36.680470,sensor_00,Pune_City_Center,28.577992422497477,77.23863907226198,urban,34.26,46.31,25.28,12.52,0.56,47.72,97.9,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,4,4,10,0,0,Delhi,North
2025-10-03 05:08:36.680470,sensor_00,Pune_City_Center,28.644119698075404,77.21854148016202,urban,35.96,75.95,21.68,15.98,1.25,27.8,102.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,5,4,10,0,0,Delhi,North
2025-10-03 06:08:36.680470,sensor_00,Pune_City_Center,28.571355064367978,77.24765954415024,urban,31.17,50.75,17.87,10.08,0.85,33.65,89.1,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,6,4,10,0,0,Delhi,North
2025-10-03 07:08:36.680470,sensor_00,Pune_City_Center,28.66258869366005,77.20009425523502,urban,45.29,72.67,29.87,18.72,1.29,59.13,129.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,7,4,10,0,1,Delhi,North
2025-10-03 08:08:36.680470,sensor_00,Pune_City_Center,28.641124476929665,77.21943044198215,urban,60.85,67.1,30.88,17.92,1.75,52.65,173.9,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,8,4,10,0,1,Delhi,North
2025-10-03 09:08:36.680470,sensor_00,Pune_City_Center,28.58377156815342,77.22200186806188,urban,34.74,71.98,35.42,16.42,1.21,27.32,99.3,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,9,4,10,0,1,Delhi,North
2025-10-03 10:08:36.680470,sensor_00,Pune_City_Center,28.56445221171236,77.20073829418006,urban,28.06,73.83,24.86,14.27,1.34,23.84,80.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,10,4,10,0,0,Delhi,North
2025-10-03 11:08:36.680470,sensor_00,Pune_City_Center,28.645446142845483,77.17343120436875,urban,27.02,76.22,32.91,15.22,0.17,30.47,77.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,11,4,10,0,0,Delhi,North
2025-10-03 12:08:36.680470,sensor_00,Pune_City_Center,28.634585734384764,77.16835594069124,urban,33.78,35.86,13.96,13.49,1.23,44.5,96.5,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,12,4,10,0,0,Delhi,North
2025-10-03 13:08:36.680470,sensor_00,Pune_City_Center,28.6368007168041,77.16066715505997,urban,31.28,75.48,22.26,9.64,0.46,32.3,89.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,13,4,10,0,0,Delhi,North
2025-10-03 14:08:36.680470,sensor_00,Pune_City_Center,28.641027034668596,77.24635342642452,urban,30.58,31.24,18.03,8.41,0.84,28.11,87.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,14,4,10,0,0,Delhi,North
2025-10-03 15:08:36.680470,sensor_00,Pune_City_Center,28.57130446517341,77.18264749122388,urban,42.86,49.29,19.34,12.82,0.87,46.4,122.5,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,15,4,10,0,0,Delhi,North
2025-10-03 16:08:36.680470,sensor_00,Pune_City_Center,28.59974657285443,77.18015067492819,urban,30.11,75.24,33.88,11.64,1.29,32.99,86.0,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,16,4,10,0,0,Delhi,North
2025-10-03 17:08:36.680470,sensor_00,Pune_City_Center,28.575486905952513,77.2326035400426,urban,29.24,103.6,35.67,12.89,1.49,18.96,83.6,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,17,4,10,0,1,Delhi,North
2025-10-03 18:08:36.680470,sensor_00,Pune_City_Center,28.65021034258756,77.19100161130875,urban,44.05,58.24,34.2,10.98,0.82,59.99,125.8,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,18,4,10,0,1,Delhi,North
2025-10-03 19:08:36.680470,sensor_00,Pune_City_Center,28.626229812682755,77.20960446924119,urban,40.26,112.98,44.18,9.92,1.09,29.56,115.0,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,19,4,10,0,1,Delhi,North
2025-10-03 20:08:36.680470,sensor_00,Pune_City_Center,28.596989802485265,77.17525110652974,urban,38.51,41.37,24.04,17.94,1.27,42.16,110.0,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,20,4,10,0,0,Delhi,North
2025-10-03 21:08:36.680470,sensor_00,Pune_City_Center,28.570255835028604,77.2549745721462,urban,29.68,36.14,25.88,7.8,1.31,46.72,84.8,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,21,4,10,0,0,Delhi,North
2025-10-03 22:08:36.680470,sensor_00,Pune_City_Center,28.594998232171566,77.24415814000173,urban,35.61,62.51,26.24,11.96,1.11,49.36,101.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,22,4,10,0,0,Delhi,North
2025-10-03 23:08:36.680470,sensor_00,Pune_City_Center,28.596418332202674,77.2453789622965,urban,51.05,70.89,22.71,7.85,0.97,36.59,145.8,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,23,4,10,0,0,Delhi,North
2025-10-04 00:08:36.680470,sensor_00,Pune_City_Center,28.636860617833808,77.1996773748572,urban,32.29,51.12,13.0,5.87,0.54,41.26,92.3,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,0,5,10,1,0,Delhi,North
2025-10-04 01:08:36.680470,sensor_00,Pune_City_Center,28.627655747135524,77.23523612137072,urban,12.8,37.61,24.47,6.25,0.83,30.78,36.6,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,1,5,10,1,0,Delhi,North
2025-10-04 02:08:36.680470,sensor_00,Pune_City_Center,28.652621274257633,77.17338761553899,urban,23.89,48.78,18.77,6.76,0.54,36.66,68.2,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,2,5,10,1,0,Delhi,North
2025-10-04 03:08:36.680470,sensor_00,Pune_City_Center,28.611121492516197,77.15986190025919,urban,32.24,49.93,14.24,8.13,0.78,47.28,92.1,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,3,5,10,1,0,Delhi,North
2025-10-04 04:08:36.680470,sensor_00,Pune_City_Center,28.57585942459383,77.16099729325781,urban,16.13,25.89,19.58,9.08,0.83,54.65,46.1,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,4,5,10,1,0,Delhi,North
2025-10-04 05:08:36.680470,sensor_00,Pune_City_Center,28.6352244787223,77.21766017374046,urban,27.42,23.37,18.25,8.19,0.59,35.22,78.3,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,5,5,10,1,0,Delhi,North
2025-10-04 06:08:36.680470,sensor_00,Pune_City_Center,28.63997850486169,77.2045394905248,urban,14.96,30.24,11.6,10.31,0.83,31.95,42.7,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,6,5,10,1,0,Delhi,North
2025-10-04 07:08:36.680470,sensor_00,Pune_City_Center,28.62002771975695,77.21080153489085,urban,39.06,34.85,15.96,9.1,0.73,54.39,111.6,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,7,5,10,1,1,Delhi,North
2025-10-04 08:08:36.680470,sensor_00,Pune_City_Center,28.640996717995456,77.15974631404173,urban,22.85,66.79,23.16,14.38,0.8,38.35,65.3,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,8,5,10,1,1,Delhi,North
2025-10-04 09:08:36.680470,sensor_00,Pune_City_Center,28.61327955963644,77.20126866196574,urban,22.73,53.43,22.43,10.87,1.17,34.43,64.9,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,9,5,10,1,1,Delhi,North
2025-10-04 10:08:36.680470,sensor_00,Pune_City_Center,28.6161732829382,77.2308068161201,urban,21.68,31.38,18.3,10.43,0.59,21.26,61.9,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,10,5,10,1,0,Delhi,North
2025-10-04 11:08:36.680470,sensor_00,Pune_City_Center,28.606654101835854,77.20326937019675,urban,29.36,24.12,15.7,4.72,0.63,29.96,83.9,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,11,5,10,1,0,Delhi,North
2025-10-04 12:08:36.680470,sensor_00,Pune_City_Center,28.56644191267441,77.23222192063122,urban,27.7,48.29,13.08,9.27,0.64,48.19,79.1,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,12,5,10,1,0,Delhi,North
2025-10-04 13:08:36.680470,sensor_00,Pune_City_Center,28.57468914269933,77.18230189643968,urban,29.2,40.22,15.69,7.04,0.19,26.43,83.4,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,13,5,10,1,0,Delhi,North
2025-10-04 14:08:36.680470,sensor_00,Pune_City_Center,28.567042918568674,77.24031420044818,urban,26.82,54.81,17.79,5.63,0.64,61.31,76.6,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,14,5,10,1,0,Delhi,North
2025-10-04 15:08:36.680470,sensor_00,Pune_City_Center,28.627541041126378,77.21784312404534,urban,30.22,31.78,19.19,5.78,0.39,47.85,86.3,24.1,75,1011,2.8,226,Clouds,6378,436.79,5,25,36,68,10774,15,5,10,1,0,Delhi,North
